brand,model,price,availability,date,type
Intel,Core i9 7980XE,32999,In Stock,20171231072512,cpu
Intel,Core i9 7960X,27999,In Stock,20171231072512,cpu
Intel,Core i9 7940X,22999,In Stock,20171231072512,cpu
AMD,RYZEN Threadripper 1950X,18299,In Stock,20171231072512,cpu
Intel,Core i9 7900X,16199,In Stock,20171231072512,cpu
AMD,RYZEN Threadripper 1920X,12499,Out of Stock,20171231072512,cpu
AMD,RYZEN Threadripper 1900X,10899,In Stock,20171231072512,cpu
Intel,Core i7 7820X,9999,In Stock,20171231072512,cpu
AMD,RYZEN 7 1800X 4.0GHz,7699,In Stock,20171231072512,cpu
Intel,Core i7 8700K 8th Gen,6499,In Stock,20171231072512,cpu
Intel,Core i7 7800X,6399,In Stock,20171231072512,cpu
Intel,Core i7 7700K 7th Gen,5799,In Stock,20171231072512,cpu
AMD,RYZEN 7 1700X 3.8GHz,5799,In Stock,20171231072512,cpu
Intel,Core i7 7740X,5469,In Stock,20171231072512,cpu
Intel,Core i7 7700 7th Gen,5299,In Stock,20171231072512,cpu
Intel,Core i7 8700 8th Gen,5199,Out of Stock,20171231072512,cpu
AMD,RYZEN 7 1700 3.7GHz,5099,In Stock,20171231072512,cpu
Intel,Core i5 8600K 8th Gen,4399,In Stock,20171231072512,cpu
AMD,RYZEN 5 1600X 4.0GHz,3999,Out of Stock,20171231072512,cpu
Intel,Core i5 6600 6th Generation,3499,In Stock,20171231072512,cpu
Intel,Core i5 7500 7th Gen,3449,In Stock,20171231072512,cpu
AMD,RYZEN 5 1600 3.6GHz,3399,In Stock,20171231072512,cpu
Intel,Core i5 8400 8th Gen,3199,Out of Stock,20171231072512,cpu
AMD,RYZEN 5 1500X 3.7GHz,3099,Out of Stock,20171231072512,cpu
Intel,Core i3 8350K 8th Gen,2899,In Stock,20171231072512,cpu
AMD,RYZEN 5 1400 3.6GHz,2599,In Stock,20171231072512,cpu
AMD,RYZEN 3 1300X  3.7GHz,1999,In Stock,20171231072512,cpu
Intel,Core i3 8100 8th Gen,1899,In Stock,20171231072512,cpu
AMD,RYZEN 3 1200 3.4GHz,1899,In Stock,20171231072512,cpu
AMD,A12 9800 AM4 APU with Radeon R7,1599,In Stock,20171231072512,cpu
AMD,A10 9700 AM4 APU with Radeon R7,1279,In Stock,20171231072512,cpu
Intel,Core 6th Generation Skylake G4400 Dual Core,1099,In Stock,20171231072512,cpu
AMD,A8 9600 AM4 APU with Radeon R5,959,In Stock,20171231072512,cpu
AMD,Athlon X4 950 Quad Core,899,In Stock,20171231072512,cpu
Intel,Pentium G4560,899,Out of Stock,20171231072512,cpu
AMD,A6 9500 AM4 APU with Radeon R5,779,In Stock,20171231072512,cpu
Intel,Dual Core Kaby Lake G3930 2.9GHz Desktop,749,In Stock,20171231072512,cpu
Intel,Core i9 7960X,27999,In Stock,20180124183949,cpu
Intel,Core i9 7940X,22299,In Stock,20180124183949,cpu
AMD,RYZEN Threadripper 1950X,18299,Out of Stock,20180124183949,cpu
Intel,Core i9 7900X,15999,In Stock,20180124183949,cpu
AMD,RYZEN Threadripper 1920X,12499,Out of Stock,20180124183949,cpu
AMD,RYZEN Threadripper 1900X,10649,In Stock,20180124183949,cpu
Intel,Core i7 7820X,9999,In Stock,20180124183949,cpu
Intel,Core i7 7800X,6299,In Stock,20180124183949,cpu
Intel,Core i7 8700K 8th Gen,6299,In Stock,20180124183949,cpu
AMD,RYZEN 7 1800X 4.0GHz,5999,Out of Stock,20180124183949,cpu
AMD,RYZEN 7 1700X 3.8GHz,5799,In Stock,20180124183949,cpu
Intel,Core i7 7700K 7th Gen,5799,In Stock,20180124183949,cpu
Intel,Core i7 7740X,5469,In Stock,20180124183949,cpu
Intel,Core i7 7700 7th Gen,5299,In Stock,20180124183949,cpu
Intel,Core i7 8700 8th Gen,5199,Out of Stock,20180124183949,cpu
AMD,RYZEN 7 1700 3.7GHz,5099,In Stock,20180124183949,cpu
Intel,Core i5 8600K 8th Gen,4399,In Stock,20180124183949,cpu
AMD,RYZEN 5 1600X 4.0GHz,3849,Out of Stock,20180124183949,cpu
Intel,Core i5 6600 6th Generation,3499,In Stock,20180124183949,cpu
Intel,Core i5 7500 7th Gen,3399,In Stock,20180124183949,cpu
AMD,RYZEN 5 1600 3.6GHz,3399,In Stock,20180124183949,cpu
AMD,RYZEN 5 1500X 3.7GHz,3099,Out of Stock,20180124183949,cpu
Intel,Core i5 8400 8th Gen,2999,Out of Stock,20180124183949,cpu
AMD,RYZEN 5 1400 3.6GHz,2599,In Stock,20180124183949,cpu
AMD,RYZEN 3 1300X  3.7GHz,1999,In Stock,20180124183949,cpu
Intel,Core i3 8100 8th Gen,1899,In Stock,20180124183949,cpu
AMD,RYZEN 3 1200 3.4GHz,1799,In Stock,20180124183949,cpu
AMD,A12 9800 AM4 APU with Radeon R7,1599,In Stock,20180124183949,cpu
AMD,A10 9700 AM4 APU with Radeon R7,1279,In Stock,20180124183949,cpu
Intel,Core 6th Generation Skylake G4400 Dual Core,1099,Out of Stock,20180124183949,cpu
Intel,Pentium G4560,899,Out of Stock,20180124183949,cpu
AMD,Athlon X4 950 Quad Core,899,In Stock,20180124183949,cpu
AMD,A6 9500 AM4 APU with Radeon R5,779,In Stock,20180124183949,cpu
Intel,Dual Core Kaby Lake G3930 2.9GHz Desktop,749,Out of Stock,20180124183949,cpu
Intel,Core i9 7960X,26799,In Stock,20180208185900,cpu
Intel,Core i9 7940X,22299,In Stock,20180208185900,cpu
AMD,RYZEN Threadripper 1950X,16999,Out of Stock,20180208185900,cpu
Intel,Core i9 7900X,14949,In Stock,20180208185900,cpu
AMD,RYZEN Threadripper 1920X,12499,Out of Stock,20180208185900,cpu
Intel,Core i7 7820X,9289,In Stock,20180208185900,cpu
AMD,RYZEN Threadripper 1900X,7999,In Stock,20180208185900,cpu
Intel,Core i7 8700K 8th Gen,6299,In Stock,20180208185900,cpu
Intel,Core i7 7800X,5999,In Stock,20180208185900,cpu
AMD,RYZEN 7 1800X 4.0GHz,5999,Out of Stock,20180208185900,cpu
AMD,RYZEN 7 1700X 3.8GHz,5799,In Stock,20180208185900,cpu
Intel,Core i7 7700K 7th Gen,5649,In Stock,20180208185900,cpu
Intel,Core i7 7740X,5469,In Stock,20180208185900,cpu
Intel,Core i7 8700 8th Gen,5199,In Stock,20180208185900,cpu
AMD,RYZEN 7 1700 3.7GHz,5099,In Stock,20180208185900,cpu
Intel,Core i7 7700 7th Gen,4989,In Stock,20180208185900,cpu
Intel,Core i5 8600K 8th Gen,4399,In Stock,20180208185900,cpu
AMD,RYZEN 5 1600X 4.0GHz,3799,Out of Stock,20180208185900,cpu
Intel,Core i5 6600 6th Generation,3499,In Stock,20180208185900,cpu
AMD,RYZEN 5 1600 3.6GHz,3399,Out of Stock,20180208185900,cpu
Intel,Core i5 7500 7th Gen,3149,In Stock,20180208185900,cpu
Intel,Core i3 8350K 8th Gen,2999,In Stock,20180208185900,cpu
Intel,Core i5 8400 8th Gen,2999,Out of Stock,20180208185900,cpu
AMD,RYZEN 5 1500X 3.7GHz,2949,Out of Stock,20180208185900,cpu
AMD,RYZEN 5 1400 3.6GHz,2499,In Stock,20180208185900,cpu
AMD,RYZEN 3 1300X  3.7GHz,1989,In Stock,20180208185900,cpu
Intel,Core i3 8100 8th Gen,1899,In Stock,20180208185900,cpu
AMD,A10 9700 AM4 APU with Radeon R7,1279,In Stock,20180208185900,cpu
Intel,Pentium G4560,999,In Stock,20180208185900,cpu
AMD,Athlon X4 950 Quad Core,899,In Stock,20180208185900,cpu
Intel,Dual Core Kaby Lake G3930 2.9GHz Desktop,749,In Stock,20180208185900,cpu
Intel,Core i9 7980XE,26599,In Stock,20180304095459,cpu
Intel,Core i9 7960X,24999,In Stock,20180304095459,cpu
Intel,Core i9 7940X,20599,In Stock,20180304095459,cpu
AMD,RYZEN Threadripper 1950X,15499,In Stock,20180304095459,cpu
Intel,Core i9 7900X,14299,In Stock,20180304095459,cpu
AMD,RYZEN Threadripper 1920X,12999,In Stock,20180304095459,cpu
Intel,Core i7 7820X,9199,In Stock,20180304095459,cpu
AMD,RYZEN Threadripper 1900X,7999,In Stock,20180304095459,cpu
Intel,Core i7 8700K 8th Gen,6199,In Stock,20180304095459,cpu
Intel,Core i7 7800X,5849,In Stock,20180304095459,cpu
Intel,Core i7 7740X,5299,In Stock,20180304095459,cpu
Intel,Core i7 7700K 7th Gen,5149,In Stock,20180304095459,cpu
AMD,RYZEN 7 1800X 4.0GHz,4999,In Stock,20180304095459,cpu
Intel,Core i7 8700 8th Gen,4799,In Stock,20180304095459,cpu
Intel,Core i7 7700 7th Gen,4599,In Stock,20180304095459,cpu
AMD,RYZEN 7 1700X 3.8GHz,4499,In Stock,20180304095459,cpu
AMD,RYZEN 7 1700 3.7GHz,4349,In Stock,20180304095459,cpu
Intel,Core i5 8600K 8th Gen,3899,In Stock,20180304095459,cpu
Intel,Core i5 6600 6th Generation,3499,In Stock,20180304095459,cpu
AMD,RYZEN 5 1600X 4.0GHz,3349,In Stock,20180304095459,cpu
Intel,Core i5 7500 7th Gen,2999,In Stock,20180304095459,cpu
Intel,Core i3 8350K 8th Gen,2979,In Stock,20180304095459,cpu
Intel,Core i5 8400 8th Gen,2949,In Stock,20180304095459,cpu
AMD,RYZEN 5 1600 3.6GHz,2899,In Stock,20180304095459,cpu
AMD,RYZEN 5 1500X 3.7GHz,2449,Out of Stock,20180304095459,cpu
AMD,RYZEN 5 2400G,2399,In Stock,20180304095459,cpu
AMD,RYZEN 5 1400 3.6GHz,2299,In Stock,20180304095459,cpu
AMD,RYZEN 3 1300X  3.7GHz,1899,In Stock,20180304095459,cpu
Intel,Core i3 8100 8th Gen,1899,In Stock,20180304095459,cpu
AMD,RYZEN 3 1200 3.4GHz,1599,In Stock,20180304095459,cpu
AMD,RYZEN 3 2200G,1499,In Stock,20180304095459,cpu
AMD,A10 9700 AM4 APU with Radeon R7,1185,In Stock,20180304095459,cpu
Intel,Pentium G4560,999,In Stock,20180304095459,cpu
AMD,Athlon X4 950 Quad Core,849,Out of Stock,20180304095459,cpu
Intel,Dual Core Kaby Lake G3930 2.9GHz Desktop,669,In Stock,20180304095459,cpu
Intel,Core i9 7980XE,26599,In Stock,20180310203818,cpu
Intel,Core i9 7960X,24999,In Stock,20180310203818,cpu
Intel,Core i9 7940X,20749,In Stock,20180310203818,cpu
AMD,RYZEN Threadripper 1950X,15499,In Stock,20180310203818,cpu
Intel,Core i9 7900X,14799,In Stock,20180310203818,cpu
AMD,RYZEN Threadripper 1920X,12999,In Stock,20180310203818,cpu
Intel,Core i7 7820X,9199,In Stock,20180310203818,cpu
AMD,RYZEN Threadripper 1900X,7999,In Stock,20180310203818,cpu
Intel,Core i7 8700K 8th Gen,5999,In Stock,20180310203818,cpu
Intel,Core i7 7800X,5849,In Stock,20180310203818,cpu
Intel,Core i7 7740X,5299,In Stock,20180310203818,cpu
Intel,Core i7 7700K 7th Gen,5149,In Stock,20180310203818,cpu
AMD,RYZEN 7 1800X 4.0GHz,4899,In Stock,20180310203818,cpu
Intel,Core i7 8700 8th Gen,4799,In Stock,20180310203818,cpu
Intel,Core i7 7700 7th Gen,4599,In Stock,20180310203818,cpu
AMD,RYZEN 7 1700X 3.8GHz,4499,In Stock,20180310203818,cpu
AMD,RYZEN 7 1700 3.7GHz,4349,In Stock,20180310203818,cpu
Intel,Core i5 8600K 8th Gen,3899,In Stock,20180310203818,cpu
AMD,RYZEN 5 1600X 4.0GHz,3349,In Stock,20180310203818,cpu
Intel,Core i5 7500 7th Gen,2999,In Stock,20180310203818,cpu
AMD,RYZEN 5 1600 3.6GHz,2899,In Stock,20180310203818,cpu
Intel,Core i5 8400 8th Gen,2849,In Stock,20180310203818,cpu
Intel,Core i3 8350K 8th Gen,2799,In Stock,20180310203818,cpu
AMD,RYZEN 5 2400G,2399,In Stock,20180310203818,cpu
AMD,RYZEN 5 1500X 3.7GHz,2349,Out of Stock,20180310203818,cpu
AMD,RYZEN 5 1400 3.6GHz,2279,In Stock,20180310203818,cpu
Intel,Core i3 8100 8th Gen,1849,In Stock,20180310203818,cpu
AMD,RYZEN 3 1300X  3.7GHz,1829,In Stock,20180310203818,cpu
AMD,RYZEN 3 1200 3.4GHz,1599,In Stock,20180310203818,cpu
AMD,RYZEN 3 2200G,1499,In Stock,20180310203818,cpu
Intel,Pentium G4560,949,In Stock,20180310203818,cpu
AMD,Athlon X4 950 Quad Core,849,Out of Stock,20180310203818,cpu
Intel,Dual Core Kaby Lake G3930 2.9GHz Desktop,649,In Stock,20180310203818,cpu
Intel,Core i9 7980XE,29999,In Stock,20180319210640,cpu
Intel,Core i9 7960X,25299,In Stock,20180319210640,cpu
Intel,Core i9 7940X,20749,In Stock,20180319210640,cpu
Intel,Core i9 7900X,14799,In Stock,20180319210640,cpu
AMD,RYZEN Threadripper 1950X,13499,In Stock,20180319210640,cpu
AMD,RYZEN Threadripper 1920X,10999,In Stock,20180319210640,cpu
Intel,Core i7 7820X,9199,In Stock,20180319210640,cpu
AMD,RYZEN Threadripper 1900X,7499,In Stock,20180319210640,cpu
Intel,Core i7 7800X,5949,In Stock,20180319210640,cpu
Intel,Core i7 8700K 8th Gen,5699,In Stock,20180319210640,cpu
Intel,Core i7 7740X,5549,Out of Stock,20180319210640,cpu
Intel,Core i7 7700K 7th Gen,5199,In Stock,20180319210640,cpu
Intel,Core i7 8700 8th Gen,4799,In Stock,20180319210640,cpu
Intel,Core i7 7700 7th Gen,4599,In Stock,20180319210640,cpu
AMD,RYZEN 7 1800X 4.0GHz,4549,In Stock,20180319210640,cpu
AMD,RYZEN 7 1700X 3.8GHz,4149,In Stock,20180319210640,cpu
AMD,RYZEN 7 1700 3.7GHz,3999,In Stock,20180319210640,cpu
Intel,Core i5 8600K 8th Gen,3899,In Stock,20180319210640,cpu
Intel,Core i5 7500 7th Gen,3099,In Stock,20180319210640,cpu
AMD,RYZEN 5 1600X 4.0GHz,3099,In Stock,20180319210640,cpu
Intel,Core i5 8400 8th Gen,2849,In Stock,20180319210640,cpu
Intel,Core i3 8350K 8th Gen,2799,In Stock,20180319210640,cpu
AMD,RYZEN 5 1600 3.6GHz,2799,In Stock,20180319210640,cpu
AMD,RYZEN 5 2400G,2399,In Stock,20180319210640,cpu
AMD,RYZEN 5 1500X 3.7GHz,2349,Out of Stock,20180319210640,cpu
AMD,RYZEN 5 1400 3.6GHz,1999,In Stock,20180319210640,cpu
Intel,Core i3 8100 8th Gen,1849,In Stock,20180319210640,cpu
AMD,RYZEN 3 1300X  3.7GHz,1829,In Stock,20180319210640,cpu
AMD,RYZEN 3 2200G,1499,In Stock,20180319210640,cpu
AMD,RYZEN 3 1200 3.4GHz,1399,In Stock,20180319210640,cpu
Intel,Pentium G4560,949,In Stock,20180319210640,cpu
Intel,Dual Core Kaby Lake G3930 2.9GHz Desktop,649,In Stock,20180319210640,cpu
Intel,Core i9 7980XE,29999,In Stock,20180325163426,cpu
Intel,Core i9 7960X,25299,In Stock,20180325163426,cpu
Intel,Core i9 7940X,20749,In Stock,20180325163426,cpu
Intel,Core i9 7900X,14799,In Stock,20180325163426,cpu
AMD,RYZEN Threadripper 1950X,13499,In Stock,20180325163426,cpu
AMD,RYZEN Threadripper 1920X,10999,In Stock,20180325163426,cpu
Intel,Core i7 7820X,9199,In Stock,20180325163426,cpu
AMD,RYZEN Threadripper 1900X,7499,In Stock,20180325163426,cpu
Intel,Core i7 7800X,5949,In Stock,20180325163426,cpu
Intel,Core i7 8700K 8th Gen,5799,In Stock,20180325163426,cpu
Intel,Core i7 7740X,5549,Out of Stock,20180325163426,cpu
Intel,Core i7 7700K 7th Gen,5199,In Stock,20180325163426,cpu
Intel,Core i7 8700 8th Gen,4799,In Stock,20180325163426,cpu
Intel,Core i7 7700 7th Gen,4599,In Stock,20180325163426,cpu
AMD,RYZEN 7 1800X 4.0GHz,4549,In Stock,20180325163426,cpu
AMD,RYZEN 7 1700X 3.8GHz,4149,In Stock,20180325163426,cpu
AMD,RYZEN 7 1700 3.7GHz,3999,In Stock,20180325163426,cpu
Intel,Core i5 8600K 8th Gen,3899,In Stock,20180325163426,cpu
AMD,RYZEN 5 1600X 4.0GHz,3099,In Stock,20180325163426,cpu
AMD,RYZEN 5 1600 3.6GHz,2799,In Stock,20180325163426,cpu
Intel,Core i3 8350K 8th Gen,2749,In Stock,20180325163426,cpu
Intel,Core i5 8400 8th Gen,2699,In Stock,20180325163426,cpu
AMD,RYZEN 5 2400G,2399,In Stock,20180325163426,cpu
AMD,RYZEN 5 1500X 3.7GHz,2349,Out of Stock,20180325163426,cpu
AMD,RYZEN 5 1400 3.6GHz,1999,In Stock,20180325163426,cpu
AMD,RYZEN 3 1300X  3.7GHz,1829,In Stock,20180325163426,cpu
Intel,Core i3 8100 8th Gen,1799,In Stock,20180325163426,cpu
AMD,RYZEN 3 2200G,1499,In Stock,20180325163426,cpu
AMD,RYZEN 3 1200 3.4GHz,1399,In Stock,20180325163426,cpu
Intel,Pentium G4560,949,In Stock,20180325163426,cpu
Intel,Dual Core Kaby Lake G3930 2.9GHz Desktop,649,In Stock,20180325163426,cpu
Intel,Core i9 7980XE,29699,In Stock,20180403003022,cpu
Intel,Core i9 7960X,24999,In Stock,20180403003022,cpu
Intel,Core i9 7940X,20749,In Stock,20180403003022,cpu
Intel,Core i9 7900X,14999,In Stock,20180403003022,cpu
AMD,RYZEN Threadripper 1950X,14999,In Stock,20180403003022,cpu
AMD,RYZEN Threadripper 1920X,12999,In Stock,20180403003022,cpu
Intel,Core i7 7820X,9199,In Stock,20180403003022,cpu
AMD,RYZEN Threadripper 1900X,7499,In Stock,20180403003022,cpu
Intel,Core i7 7800X,5949,In Stock,20180403003022,cpu
Intel,Core i7 8700K 8th Gen,5499,In Stock,20180403003022,cpu
Intel,Core i7 7740X,5449,In Stock,20180403003022,cpu
Intel,Core i7 7700K 7th Gen,5199,In Stock,20180403003022,cpu
AMD,RYZEN 7 1800X 4.0GHz,4899,In Stock,20180403003022,cpu
Intel,Core i7 7700 7th Gen,4799,In Stock,20180403003022,cpu
Intel,Core i7 8700 8th Gen,4799,In Stock,20180403003022,cpu
AMD,RYZEN 7 1700X 3.8GHz,4499,In Stock,20180403003022,cpu
AMD,RYZEN 7 1700 3.7GHz,4349,In Stock,20180403003022,cpu
Intel,Core i5 8600K 8th Gen,3899,In Stock,20180403003022,cpu
Intel,Core i5 6600 6th Generation,3499,In Stock,20180403003022,cpu
AMD,RYZEN 5 1600X 4.0GHz,3099,In Stock,20180403003022,cpu
Intel,Core i5 8400 8th Gen,2849,In Stock,20180403003022,cpu
AMD,RYZEN 5 1600 3.6GHz,2799,In Stock,20180403003022,cpu
Intel,Core i3 8350K 8th Gen,2749,In Stock,20180403003022,cpu
AMD,RYZEN 5 1400 3.6GHz,2399,In Stock,20180403003022,cpu
AMD,RYZEN 5 2400G,2399,In Stock,20180403003022,cpu
AMD,RYZEN 5 1500X 3.7GHz,2349,Out of Stock,20180403003022,cpu
AMD,RYZEN 3 1300X  3.7GHz,1829,In Stock,20180403003022,cpu
Intel,Core i3 8100 8th Gen,1799,In Stock,20180403003022,cpu
AMD,RYZEN 3 1200 3.4GHz,1599,In Stock,20180403003022,cpu
AMD,RYZEN 3 2200G,1499,In Stock,20180403003022,cpu
Intel,Dual Core Kaby Lake G3930 2.9GHz Desktop,649,In Stock,20180403003022,cpu
Intel,Core i9 7980XE,27999,In Stock,20180410002404,cpu
Intel,Core i9 7960X,24999,In Stock,20180410002404,cpu
Intel,Core i9 7940X,20749,In Stock,20180410002404,cpu
Intel,Core i9 7900X,14999,In Stock,20180410002404,cpu
AMD,RYZEN Threadripper 1950X,14999,In Stock,20180410002404,cpu
AMD,RYZEN Threadripper 1920X,12999,In Stock,20180410002404,cpu
Intel,Core i7 7820X,9199,In Stock,20180410002404,cpu
AMD,RYZEN Threadripper 1900X,7499,In Stock,20180410002404,cpu
Intel,Core i7 7800X,5949,In Stock,20180410002404,cpu
Intel,Core i7 7740X,5499,In Stock,20180410002404,cpu
Intel,Core i7 8700K 8th Gen,5439,In Stock,20180410002404,cpu
Intel,Core i7 7700K 7th Gen,5199,In Stock,20180410002404,cpu
AMD,RYZEN 7 1800X 4.0GHz,4799,In Stock,20180410002404,cpu
Intel,Core i7 7700 7th Gen,4629,In Stock,20180410002404,cpu
Intel,Core i7 8700 8th Gen,4549,In Stock,20180410002404,cpu
AMD,RYZEN 7 1700X 3.8GHz,4299,In Stock,20180410002404,cpu
AMD,RYZEN 7 1700 3.7GHz,3999,In Stock,20180410002404,cpu
Intel,Core i5 8600K 8th Gen,3799,In Stock,20180410002404,cpu
Intel,Core i5 6600 6th Generation,3499,In Stock,20180410002404,cpu
Intel,Core i5 8600 8th Gen,3499,Out of Stock,20180410002404,cpu
AMD,RYZEN 5 1600X 4.0GHz,3099,In Stock,20180410002404,cpu
Intel,Core i5 8500 8th Gen,3099,Out of Stock,20180410002404,cpu
Intel,Core i5 8400 8th Gen,2849,In Stock,20180410002404,cpu
AMD,RYZEN 5 1600 3.6GHz,2799,In Stock,20180410002404,cpu
Intel,Core i3 8350K 8th Gen,2749,In Stock,20180410002404,cpu
Intel,Core i3 8300 8th Gen,2399,Out of Stock,20180410002404,cpu
AMD,RYZEN 5 2400G,2399,In Stock,20180410002404,cpu
AMD,RYZEN 5 1500X 3.7GHz,2349,Out of Stock,20180410002404,cpu
AMD,RYZEN 5 1400 3.6GHz,2199,In Stock,20180410002404,cpu
AMD,RYZEN 3 1300X  3.7GHz,1829,In Stock,20180410002404,cpu
Intel,Core i3 8100 8th Gen,1799,In Stock,20180410002404,cpu
Intel,Pentium Gold G5600,1699,Out of Stock,20180410002404,cpu
AMD,RYZEN 3 1200 3.4GHz,1599,In Stock,20180410002404,cpu
AMD,RYZEN 3 2200G,1499,In Stock,20180410002404,cpu
Intel,Pentium Gold G5500,1399,Out of Stock,20180410002404,cpu
Intel,Pentium Gold G5400,1099,Out of Stock,20180410002404,cpu
Intel,Celeron G4900 Dual Core Desktop,749,Out of Stock,20180410002404,cpu
Intel,Dual Core Kaby Lake G3930 2.9GHz Desktop,649,In Stock,20180410002404,cpu
Intel,Core i9 7980XE,28499,In Stock,20180417005908,cpu
Intel,Core i9 7960X,24599,In Stock,20180417005908,cpu
Intel,Core i9 7940X,20299,In Stock,20180417005908,cpu
Intel,Core i9 7900X,14999,In Stock,20180417005908,cpu
AMD,RYZEN Threadripper 1950X,14999,In Stock,20180417005908,cpu
AMD,RYZEN Threadripper 1920X,12899,In Stock,20180417005908,cpu
Intel,Core i7 7820X,9199,In Stock,20180417005908,cpu
AMD,RYZEN Threadripper 1900X,7499,In Stock,20180417005908,cpu
Intel,Core i7 7800X,5949,In Stock,20180417005908,cpu
Intel,Core i7 7740X,5499,In Stock,20180417005908,cpu
AMD,RYZEN 7 2700X 4.3GHz,5449,Out of Stock,20180417005908,cpu
Intel,Core i7 8700K 8th Gen,5439,In Stock,20180417005908,cpu
Intel,Core i7 7700K 7th Gen,5199,In Stock,20180417005908,cpu
AMD,RYZEN 7 1800X 4.0GHz,4799,In Stock,20180417005908,cpu
Intel,Core i7 7700 7th Gen,4629,In Stock,20180417005908,cpu
AMD,RYZEN 7 2700 4.1GHz,4549,Out of Stock,20180417005908,cpu
Intel,Core i7 8700 8th Gen,4449,In Stock,20180417005908,cpu
AMD,RYZEN 7 1700X 3.8GHz,4149,In Stock,20180417005908,cpu
AMD,RYZEN 7 1700 3.7GHz,3999,In Stock,20180417005908,cpu
Intel,Core i5 8600K 8th Gen,3799,In Stock,20180417005908,cpu
Intel,Core i5 6600 6th Generation,3499,In Stock,20180417005908,cpu
Intel,Core i5 8600 8th Gen,3499,Out of Stock,20180417005908,cpu
AMD,RYZEN 5 2600X 4.2GHz,3499,Out of Stock,20180417005908,cpu
AMD,RYZEN 5 1600X 4.0GHz,3099,In Stock,20180417005908,cpu
Intel,Core i5 8500 8th Gen,3099,Out of Stock,20180417005908,cpu
AMD,RYZEN 5 2600 3.9GHz,2899,Out of Stock,20180417005908,cpu
Intel,Core i5 8400 8th Gen,2849,In Stock,20180417005908,cpu
AMD,RYZEN 5 1600 3.6GHz,2799,In Stock,20180417005908,cpu
Intel,Core i3 8350K 8th Gen,2749,In Stock,20180417005908,cpu
Intel,Core i3 8300 8th Gen,2399,Out of Stock,20180417005908,cpu
AMD,RYZEN 5 2400G,2399,In Stock,20180417005908,cpu
AMD,RYZEN 5 1500X 3.7GHz,2349,Out of Stock,20180417005908,cpu
AMD,RYZEN 5 1400 3.6GHz,2199,In Stock,20180417005908,cpu
Intel,Core i3 8100 8th Gen,1799,In Stock,20180417005908,cpu
Intel,Pentium Gold G5600,1699,Out of Stock,20180417005908,cpu
AMD,RYZEN 3 1200 3.4GHz,1599,In Stock,20180417005908,cpu
AMD,RYZEN 3 2200G,1499,In Stock,20180417005908,cpu
Intel,Pentium Gold G5500,1399,Out of Stock,20180417005908,cpu
Intel,Pentium Gold G5400,1099,Out of Stock,20180417005908,cpu
Intel,Celeron G4900 Dual Core Desktop,749,Out of Stock,20180417005908,cpu
Intel,Dual Core Kaby Lake G3930 2.9GHz Desktop,599,In Stock,20180417005908,cpu
Intel,Core i9 7980XE,28499,In Stock,20180424015557,cpu
Intel,Core i9 7960X,24599,In Stock,20180424015557,cpu
Intel,Core i9 7940X,20299,In Stock,20180424015557,cpu
Intel,Core i9 7900X,14999,In Stock,20180424015557,cpu
AMD,RYZEN Threadripper 1950X,14999,In Stock,20180424015557,cpu
AMD,RYZEN Threadripper 1920X,12899,In Stock,20180424015557,cpu
Intel,Core i7 7820X,9199,In Stock,20180424015557,cpu
AMD,RYZEN Threadripper 1900X,7499,In Stock,20180424015557,cpu
Intel,Core i7 7800X,5849,In Stock,20180424015557,cpu
Intel,Core i7 7740X,5449,In Stock,20180424015557,cpu
AMD,RYZEN 7 2700X 4.3GHz,5449,In Stock,20180424015557,cpu
Intel,Core i7 8700K 8th Gen,5439,In Stock,20180424015557,cpu
Intel,Core i7 7700K 7th Gen,5199,In Stock,20180424015557,cpu
AMD,RYZEN 7 1800X 4.0GHz,4799,In Stock,20180424015557,cpu
Intel,Core i7 7700 7th Gen,4629,In Stock,20180424015557,cpu
Intel,Core i7 8700 8th Gen,4549,In Stock,20180424015557,cpu
AMD,RYZEN 7 2700 4.1GHz,4549,In Stock,20180424015557,cpu
AMD,RYZEN 7 1700X 3.8GHz,4149,In Stock,20180424015557,cpu
AMD,RYZEN 7 1700 3.7GHz,3899,In Stock,20180424015557,cpu
Intel,Core i5 8600K 8th Gen,3799,In Stock,20180424015557,cpu
Intel,Core i5 8600 8th Gen,3499,Out of Stock,20180424015557,cpu
AMD,RYZEN 5 2600X 4.2GHz,3499,Out of Stock,20180424015557,cpu
AMD,RYZEN 5 1600X 4.0GHz,3099,In Stock,20180424015557,cpu
Intel,Core i5 8500 8th Gen,3099,Out of Stock,20180424015557,cpu
AMD,RYZEN 5 2600 3.9GHz,2899,In Stock,20180424015557,cpu
Intel,Core i5 8400 8th Gen,2849,In Stock,20180424015557,cpu
AMD,RYZEN 5 1600 3.6GHz,2799,In Stock,20180424015557,cpu
Intel,Core i3 8350K 8th Gen,2749,In Stock,20180424015557,cpu
AMD,RYZEN 5 2400G,2399,In Stock,20180424015557,cpu
AMD,RYZEN 5 1500X 3.7GHz,2349,Out of Stock,20180424015557,cpu
Intel,Core i3 8300 8th Gen,2249,Out of Stock,20180424015557,cpu
AMD,RYZEN 5 1400 3.6GHz,2199,In Stock,20180424015557,cpu
Intel,Core i3 8100 8th Gen,1799,In Stock,20180424015557,cpu
Intel,Pentium Gold G5600,1699,Out of Stock,20180424015557,cpu
